human_entrez	human_symbol	cor_fib_1	cor_fib_2	mean_cor_fib	cor_esc_1	cor_esc_2	mean_cor_esc	mean_cor_fib_esc
659	BMPR2	-1	-0.5	-0.75	0.5	-0.5	0	-0.375
113457	TUBA3D	0	0	0	-0.5	1	0.25	0.125
3127	HLA-DRB5	0	0	0	0.5	1	0.75	0.375
85013	TMEM128	-0.5	-1	-0.75	0.5	-1	-0.25	-0.5
55646	LYAR	1	1	1	1	1	1	1
79979	TRMT2B	-0.5	-1	-0.75	-1	-0.5	-0.75	-0.75
8705	B3GALT4	1	1	1	-1	0.5	-0.25	0.375
7105	TSPAN6	1	0.5	0.75	-1	-1	-1	-0.125
653192	TRIM43B	0.5	-0.5	0	1	-1	0	0
642819	ZNF487	-1	-1	-1	-0.5	0.5	0	-0.5
3166	HMX1	0	0	0	0.5	-1	-0.25	-0.125
474382	H2AB1	0	0	0	0	0	0	0
8363	H4C11	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
219982	OR5A1	0	0	0	0	-0.5	-0.25	-0.125
219983	OR4D6	0	0	0	0	0	0	0
219986	OR4D11	0	0	0	0	0	0	0
219995	MS4A15	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
140689	CBLN4	0	0	0	0.5	-1	-0.25	-0.125
1903	S1PR3	1	1	1	0.5	-0.5	0	0.5
374454	KRT77	0	0.866025403784439	0.433012701892219	-0.5	-0.5	-0.5	-0.0334936490538903
347516	DGAT2L6	1	-0.5	0.25	0.866025403784439	-0.5	0.183012701892219	0.21650635094611
129521	NMS	0	0	0	0	0	0	0
11012	KLK11	0	0	0	-0.5	0.5	0	0
8831	SYNGAP1	1	-0.5	0.25	0.5	-0.5	0	0.125
165082	ADGRF3	0	0	0	-1	-0.5	-0.75	-0.375
286514	MAGEB18	0	0	0	-0.5	0.5	0	0
200539	ANKRD23	1	-0.5	0.25	-0.5	-1	-0.75	-0.25
164237	WFDC13	-1	0	-0.5	0.5	0.866025403784439	0.683012701892219	0.0915063509461097
5571	PRKAG1	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
57121	LPAR5	0	0	0	-1	-1	-1	-0.5
283951	C16orf91	1	1	1	-1	-0.5	-0.75	0.125
2636	GBX1	0.5	0.5	0.5	0.5	0.5	0.5	0.5
245913	DEFB110	0.866025403784439	0	0.433012701892219	0	0	0	0.21650635094611
51050	PI15	-1	-1	-1	0.5	1	0.75	-0.125
10904	BLCAP	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
100130301	C8orf89	1	-1	0	0.5	0.5	0.5	0.25
389668	XKR9	0	0	0	0	-0.5	-0.25	-0.125
10398	MYL9	-1	-1	-1	0	0.5	0.25	-0.375
55670	PEX26	-1	-1	-1	-0.5	-1	-0.75	-0.875
140823	ROMO1	1	1	1	-1	-0.5	-0.75	0.125
10565	ARFGEF1	1	0.5	0.75	0.5	0.5	0.5	0.625
7547	ZIC3	0	0	0	0.5	0.5	0.5	0.25
55231	CCDC87	-1	-0.5	-0.75	0.5	-1	-0.25	-0.5
27336	HTATSF1	1	1	1	1	1	1	1
79649	MAP7D3	-1	-0.5	-0.75	1	-0.5	0.25	-0.25
254778	VXN	0	-0.866025403784439	-0.433012701892219	0	0	0	-0.21650635094611
6712	SPTBN2	0.5	-0.5	0	-0.5	-1	-0.75	-0.375
90338	ZNF160	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
2963	GTF2F2	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
359710	BPIFB3	0	0	0	0	0	0	0
128859	BPIFB6	0	0.866025403784439	0.433012701892219	0	0	0	0.21650635094611
100129480	MKRN2OS	-0.5	1	0.25	-1	-1	-1	-0.375
23143	LRCH1	-1	-1	-1	-0.5	-1	-0.75	-0.875
4301	AFDN	-1	-0.5	-0.75	1	0.5	0.75	0
4142	MAS1	1	0.5	0.75	0	-0.866025403784439	-0.433012701892219	0.15849364905389
6950	TCP1	1	1	1	1	1	1	1
9777	TM9SF4	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
6939	TCF15	0	0	0	-0.5	-0.5	-0.5	-0.25
389207	GRXCR1	0	0	0	0	0	0	0
79019	CENPM	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
115650	TNFRSF13C	0.5	0.5	0.5	0.5	-0.5	0	0.25
79879	CCDC134	-1	-0.5	-0.75	0.5	-1	-0.25	-0.5
22981	NINL	-0.5	0.5	0	-1	-1	-1	-0.5
150365	MEI1	0	0.866025403784439	0.433012701892219	-0.5	0.5	0	0.21650635094611
186	AGTR2	0	0	0	0	0	0	0
8530	CST7	0.866025403784439	-0.866025403784439	0	0	0.866025403784439	0.433012701892219	0.21650635094611
3642	INSM1	-0.5	0	-0.25	0.5	1	0.75	0.25
111064647	CSNKA2IP	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
91942	NDUFAF2	0.5	1	0.75	-1	-1	-1	-0.125
1295	COL8A1	-1	-1	-1	0.5	0.5	0.5	-0.25
140733	MACROD2	-1	-1	-1	-0.5	0.5	0	-0.5
9463	PICK1	0.5	0.5	0.5	-1	-1	-1	-0.25
3956	LGALS1	1	1	1	-1	-0.5	-0.75	0.125
3560	IL2RB	0.5	1	0.75	0.5	0.866025403784439	0.683012701892219	0.71650635094611
7311	UBA52	1	0.5	0.75	-1	-0.5	-0.75	0
196394	AMN1	-1	-1	-1	-0.5	0.5	0	-0.5
79825	EFCC1	0.5	-0.5	0	1	0.5	0.75	0.375
55317	AP5S1	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
1059	CENPB	-1	-0.5	-0.75	1	0.5	0.75	0
57477	SHROOM4	0.5	1	0.75	-0.5	-1	-0.75	0
205717	USF3	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
65992	DDRGK1	-0.5	-1	-0.75	-0.5	1	0.25	-0.25
344022	NOTO	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
57835	SLC4A5	0.5	-0.5	0	-1	0.5	-0.25	-0.125
3196	TLX2	1	0.866025403784439	0.933012701892219	-0.5	1	0.25	0.59150635094611
550	AUP1	-0.5	0.5	0	-0.5	0.5	0	0
27429	HTRA2	-1	0.5	-0.25	-1	0.5	-0.25	-0.25
1796	DOK1	1	1	1	0.5	0.5	0.5	0.75
2765	GML	0	0	0	0	0.5	0.25	0.125
25758	KIAA1549L	1	-1	0	-0.5	-1	-0.75	-0.375
54108	CHRAC1	1	1	1	-0.5	-1	-0.75	0.125
440163	RNASE13	0	0	0	0	0	0	0
22995	CEP152	-1	-1	-1	0.5	0.5	0.5	-0.25
493901	RNASE12	0	0	0	-0.5	-0.5	-0.5	-0.25
647309	GMNC	0	0	0	0.5	-0.5	0	0
50506	DUOX2	-0.866025403784439	0	-0.433012701892219	0.5	-0.5	0	-0.21650635094611
7404	UTY	-0.5	1	0.25	-0.5	-1	-0.75	-0.25
441376	AARD	1	0	0.5	-0.5	-1	-0.75	-0.125
22802	CLCA4	0	0.866025403784439	0.433012701892219	-0.5	0.5	0	0.21650635094611
168544	ZNF467	1	0.5	0.75	1	1	1	0.875
91663	MYADM	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
84936	ZFYVE19	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
8972	MGAM	0	0	0	0.866025403784439	0	0.433012701892219	0.21650635094611
70	ACTC1	0.866025403784439	0	0.433012701892219	-0.5	0	-0.25	0.0915063509461097
57369	GJD2	0	0	0	0	0	0	0
79645	EFCAB1	-0.866025403784439	1	0.0669872981077806	-1	-1	-1	-0.46650635094611
23274	CLEC16A	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
54112	GPR88	-1	-1	-1	0	0.866025403784439	0.433012701892219	-0.28349364905389
58529	MYOZ1	-1	0.866025403784439	-0.0669872981077806	0.866025403784439	0	0.433012701892219	0.183012701892219
2318	FLNC	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
56900	TMEM167B	1	1	1	0.5	0.5	0.5	0.75
9537	TP53I11	-0.5	-0.5	-0.5	1	1	1	0.25
6301	SARS1	1	0.5	0.75	0.5	1	0.75	0.75
1952	CELSR2	-1	-0.5	-0.75	0.5	-1	-0.25	-0.5
1408	CRY2	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
84722	PSRC1	-1	-0.5	-0.75	-1	-1	-1	-0.875
343263	MYBPHL	0	0	0	-0.5	-1	-0.75	-0.375
6272	SORT1	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
5803	PTPRZ1	0	-0.5	-0.25	-0.5	-1	-0.75	-0.5
5686	PSMA5	1	1	1	0.5	1	0.75	0.875
340267	COL28A1	0.5	0.5	0.5	-1	0.866025403784439	-0.0669872981077806	0.21650635094611
5906	RAP1A	-0.5	1	0.25	-0.5	-1	-0.75	-0.25
219432	OR4C6	0	0	0	0	0	0	0
10798	OR5I1	-0.866025403784439	-0.866025403784439	-0.866025403784439	0	0	0	-0.433012701892219
7812	CSDE1	-1	0.5	-0.25	0.5	-0.5	0	-0.125
8970	H2BC11	-1	-1	-1	1	1	1	0
10262	SF3B4	1	1	1	0.5	1	0.75	0.875
100131390	SP9	-0.5	1	0.25	0.5	0.5	0.5	0.375
54964	C1orf56	0.5	0.5	0.5	-0.5	0.5	0	0.25
8991	SELENBP1	1	0.5	0.75	-1	-0.5	-0.75	0
57530	CGN	-0.5	0.5	0	-1	-1	-1	-0.5
6741	SSB	1	0.5	0.75	0.5	1	0.75	0.75
1196	CLK2	1	0.5	0.75	-1	-1	-1	-0.125
7818	DAP3	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
55154	MSTO1	1	1	1	-1	0.5	-0.25	0.375
23208	SYT11	0.5	0.5	0.5	0.5	-1	-0.25	0.125
342892	ZNF850	1	1	1	-0.5	1	0.25	0.625
403341	ZBTB34	-1	-1	-1	-0.5	0.5	0	-0.5
81605	URM1	1	-0.5	0.25	0.5	0.5	0.5	0.375
6736	SRY	0	0	0	1	0.866025403784439	0.933012701892219	0.46650635094611
83447	SLC25A31	0.866025403784439	1	0.933012701892219	-0.5	-0.5	-0.5	0.21650635094611
8287	USP9Y	0.5	-1	-0.25	-1	0	-0.5	-0.375
8653	DDX3Y	1	0.5	0.75	1	-0.5	0.25	0.5
57709	SLC7A14	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
5047	PAEP	0	0	0	0	0	0	0
391475	DYTN	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
1022	CDK7	0.5	1	0.75	1	0.5	0.75	0.75
5150	PDE7A	-1	-0.5	-0.75	1	-0.5	0.25	-0.25
65986	ZBTB10	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
6222	RPS18	1	1	1	1	-0.5	0.25	0.625
11249	NXPH2	0	0	0	0	-0.866025403784439	-0.433012701892219	-0.21650635094611
11116	FGFR1OP	-0.5	-0.5	-0.5	0.5	1	0.75	0.125
84059	ADGRV1	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
7025	NR2F1	0.5	1	0.75	-1	-0.5	-0.75	0
653082	ZDHHC11B	0	0	0	0	0	0	0
114787	GPRIN1	-1	-1	-1	0.5	1	0.75	-0.125
51439	FAM8A1	-0.5	0.5	0	-0.5	-1	-0.75	-0.375
56940	DUSP22	1	-0.866025403784439	0.0669872981077806	-1	-1	-1	-0.46650635094611
121504	H4-16	0	1	0.5	-0.5	-0.5	-0.5	0
635	BHMT	-0.5	0.5	0	-0.5	-0.5	-0.5	-0.25
613212	CTXN3	0	0	0	0.5	0.866025403784439	0.683012701892219	0.34150635094611
93166	PRDM6	0	0	0	-1	0.5	-0.25	-0.125
26122	EPC2	-1	-1	-1	1	-1	0	-0.5
55266	TMEM19	0.5	-0.5	0	-1	-1	-1	-0.5
55681	SCYL2	0.5	0.5	0.5	1	0.5	0.75	0.625
26528	DAZAP1	0.5	1	0.75	0.5	1	0.75	0.75
54084	TSPEAR	0	0	0	0.5	-0.5	0	0
386676	KRTAP10-9	0	0	0	0	0	0	0
288	ANK3	1	1	1	0.5	-1	-0.25	0.375
92335	STRADA	1	-0.5	0.25	-1	-0.5	-0.75	-0.25
92960	PEX11G	-1	0.5	-0.25	-1	-0.5	-0.75	-0.5
4082	MARCKS	-1	-1	-1	1	1	1	0
6799	SULT1A2	0	0	0	0	0	0	0
154215	NKAIN2	1	1	1	-0.5	1	0.25	0.625
84759	PCGF1	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
9038	TAAR5	0	0	0	0	0	0	0
85293	KRTAP3-3	-0.5	0	-0.25	-0.866025403784439	0.866025403784439	0	-0.125
57492	ARID1B	-1	-0.5	-0.75	-1	-1	-1	-0.875
148581	UBE2U	0	0	0	-0.866025403784439	0.866025403784439	0	0
5691	PSMB3	1	1	1	-0.5	0.5	0	0.5
55273	TMEM100	-0.5	0	-0.25	1	-0.5	0.25	0
124540	MSI2	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
2203	FBP1	0	0	0	-1	0.5	-0.25	-0.125
59284	CACNG7	1	1	1	-0.5	0.5	0	0.5
79850	TLCD3A	1	-1	0	1	1	1	0.5
84690	SPATA22	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
22861	NLRP1	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
79026	AHNAK	0.5	0.5	0.5	0.5	-0.5	0	0.25
112483	SAT2	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
6341	SCO1	0.5	1	0.75	0.5	1	0.75	0.75
390748	PABPN1L	0	-0.866025403784439	-0.433012701892219	0	0	0	-0.21650635094611
342371	ATXN1L	-1	-1	-1	-1	-1	-1	-1
113402	SFT2D1	1	0.5	0.75	0.5	1	0.75	0.75
54908	SPDL1	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
100131897	INSYN2B	0	0	0	-1	0.5	-0.25	-0.125
3040	HBA2	0.5	0.866025403784439	0.683012701892219	1	0.5	0.75	0.71650635094611
84752	B3GNT9	0.5	0.5	0.5	1	-0.5	0.25	0.375
123970	C16orf78	0.866025403784439	0	0.433012701892219	0	0	0	0.21650635094611
23149	FCHO1	0.5	-0.5	0	-1	-0.5	-0.75	-0.375
8178	ELL	0.5	-1	-0.25	-1	-0.5	-0.75	-0.5
170463	SSBP4	-1	-1	-1	0.5	0.5	0.5	-0.25
3431	SP110	0	0	0	-1	-1	-1	-0.5
25854	FAM149A	0.5	0.5	0.5	-1	-1	-1	-0.25
2195	FAT1	-1	-1	-1	0.5	-0.5	0	-0.5
9258	MFHAS1	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
619553	MIR484	0	0	0	-0.866025403784439	0	-0.433012701892219	-0.21650635094611
406914	MIR127	0	0	0	0	0	0	0
619556	MIR455	0	0	0	0	0	0	0
574031	MIR363	0	0	0	0.5	0.5	0.5	0.25
574442	MIR489	0	0	0	0	0	0	0
574504	MIR502	0	0	0	0	0	0	0
406977	MIR199A2	0	0	0	0	0	0	0
574454	MIR496	0	0	0	0	0	0	0
406904	MIR1-1	0	0	0	0	0	0	0
9389	SLC22A14	0	-0.866025403784439	-0.433012701892219	-0.866025403784439	-0.5	-0.683012701892219	-0.558012701892219
25915	NDUFAF3	-0.5	0.5	0	-1	1	0	0
29925	GMPPB	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
80723	SLC35G2	1	-1	0	0.5	-1	-0.25	-0.125
6327	SCN2B	1	-1	0	-0.5	1	0.25	0.125
196264	MPZL3	0	-0.5	-0.25	1	-1	0	-0.125
283152	CCDC153	-0.5	-1	-0.75	-0.5	0.5	0	-0.375
8666	EIF3G	1	0.5	0.75	0.5	0.5	0.5	0.625
64066	MMP27	-1	-0.5	-0.75	0	0	0	-0.375
57674	RNF213	-0.5	-1	-0.75	-1	-0.5	-0.75	-0.75
283999	TMEM235	0	-0.5	-0.25	0.5	-0.5	0	-0.125
84074	QRICH2	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
494188	FBXO47	-0.5	-0.5	-0.5	1	-0.5	0.25	-0.125
440435	GPR179	1	1	1	1	0.5	0.75	0.875
124535	HSF5	0.5	-0.5	0	-0.5	0.5	0	0
595	CCND1	1	1	1	-0.5	1	0.25	0.625
2124	EVI2B	1	1	1	0	0	0	0.5
196051	PLPP4	0	0	0	-0.866025403784439	0	-0.433012701892219	-0.21650635094611
84432	PROK1	0	-0.866025403784439	-0.433012701892219	0	0.866025403784439	0.433012701892219	0
3681	ITGAD	1	1	1	0	1	0.5	0.75
146547	PRSS36	-0.5	-1	-0.75	-1	-0.5	-0.75	-0.75
26189	OR1A2	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
270	AMPD1	0	0	0	1	0.5	0.75	0.375
162517	FBXO39	0	0	0	1	-1	0	0
254863	TMEM256	0.5	0.5	0.5	-0.5	0.5	0	0.25
9953	HS3ST3B1	-1	-1	-1	-1	-0.5	-0.75	-0.875
8590	OR6A2	0	0	0	0	0	0	0
221785	ZSCAN25	0.5	-1	-0.25	-1	0.5	-0.25	-0.25
143503	OR51E1	0	0	0	0	0	0	0
116969	ART5	0	0.866025403784439	0.433012701892219	-0.5	-0.5	-0.5	-0.0334936490538903
55298	RNF121	1	0.5	0.75	-0.5	0.5	0	0.375
10068	IL18BP	1	0.866025403784439	0.933012701892219	1	0.5	0.75	0.84150635094611
871	SERPINH1	0.5	0.5	0.5	-0.5	-1	-0.75	-0.125
59274	TLNRD1	-1	-0.5	-0.75	-0.5	1	0.25	-0.25
57188	ADAMTSL3	0.5	1	0.75	-0.5	0.866025403784439	0.183012701892219	0.46650635094611
131831	ERICH6	1	-0.5	0.25	1	-0.866025403784439	0.0669872981077806	0.15849364905389
1365	CLDN3	0	0.5	0.25	-0.5	0.5	0	0.125
63939	FAM217B	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
51142	CHCHD2	1	1	1	0.5	0.5	0.5	0.75
140690	CTCFL	-1	0.5	-0.25	0.5	0.5	0.5	0.125
114795	TMEM132B	0.5	0.5	0.5	1	0.5	0.75	0.625
343413	FCRL6	0	0	0	0	0	0	0
56963	RGMA	-0.5	-0.5	-0.5	0.5	0.5	0.5	0
56160	NSMCE3	1	-1	0	0.5	0.5	0.5	0.25
127943	FCRLB	0.5	0.5	0.5	0	0	0	0.25
7681	MKRN3	0.5	1	0.75	0.5	0.5	0.5	0.625
140832	WFDC10A	0	0	0	0	0	0	0
339512	CCDC190	1	1	1	-0.5	-1	-0.75	0.125
90199	WFDC8	0.866025403784439	-0.5	0.183012701892219	1	0	0.5	0.34150635094611
7150	TOP1	1	1	1	1	0.5	0.75	0.875
171169	SPACA4	1	0	0.5	0.866025403784439	0.866025403784439	0.866025403784439	0.683012701892219
126147	NTN5	0	0	0	0.5	-0.5	0	0
9462	RASAL2	-1	0.5	-0.25	-0.5	-0.5	-0.5	-0.375
57030	SLC17A7	-0.5	0.866025403784439	0.183012701892219	0.5	0.5	0.5	0.34150635094611
4330	MN1	-1	-1	-1	-0.5	-1	-0.75	-0.875
148345	C1orf127	0	0	0	-0.866025403784439	-0.5	-0.683012701892219	-0.34150635094611
147645	VSIG10L	0.5	0.5	0.5	-1	-1	-1	-0.25
149563	SRARP	0	0	0	1	-1	0	0
23507	LRRC8B	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
9580	SOX13	1	0.5	0.75	-0.5	1	0.25	0.5
55224	ETNK2	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
5972	REN	0	0	0	-1	-0.5	-0.75	-0.375
54546	RNF186	0	0	0	0.866025403784439	0	0.433012701892219	0.21650635094611
646262	LACTBL1	0	-0.866025403784439	-0.433012701892219	-0.866025403784439	0	-0.433012701892219	-0.433012701892219
864	RUNX3	-1	-0.5	-0.75	1	-0.5	0.25	-0.25
57050	UTP3	0.5	1	0.75	1	1	1	0.875
54938	SARS2	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
1446	CSN1S1	0	0	0	0	0	0	0
126272	EID2B	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
149699	GTSF1L	0	-0.866025403784439	-0.433012701892219	-1	-0.5	-0.75	-0.59150635094611
283748	PLA2G4D	0	0.866025403784439	0.433012701892219	0.866025403784439	-0.866025403784439	0	0.21650635094611
399474	TMEM200B	1	1	1	-1	-0.5	-0.75	0.125
55177	RMDN3	-0.5	0.5	0	-1	-0.5	-0.75	-0.375
375316	RBM44	0	0.866025403784439	0.433012701892219	-1	-0.5	-0.75	-0.15849364905389
285527	FRYL	1	0.5	0.75	-1	-1	-1	-0.125
100506144	TMEM35B	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
8527	DGKD	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
125931	CEACAM20	1	-0.5	0.25	-0.5	1	0.25	0.25
54502	RBM47	1	1	1	-1	-1	-1	0
57469	PNMA8B	-0.5	1	0.25	-1	0.5	-0.25	0
163732	CITED4	-0.5	0.866025403784439	0.183012701892219	0.5	-0.5	0	0.0915063509461097
84217	ZMYND12	1	0.866025403784439	0.933012701892219	0.866025403784439	0	0.433012701892219	0.683012701892219
29998	BICRA	0	0	0	0	0	0	0
374920	ZSWIM9	-0.5	-1	-0.75	0.5	1	0.75	0
65982	ZSCAN18	1	0	0.5	-0.5	-0.5	-0.5	0
6795	AURKC	0	0	0	0	-0.5	-0.25	-0.125
401115	C4orf48	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
91752	ZNF804A	-1	0	-0.5	0	0	0	-0.25
388630	TRABD2B	1	-0.5	0.25	-1	-0.5	-0.75	-0.25
151195	CCNYL1	1	0.5	0.75	1	1	1	0.875
390151	OR8H2	0	0	0	0	0	0	0
388633	LDLRAD1	0	0	0	0	-0.5	-0.25	-0.125
2571	GAD1	0	0.5	0.25	-0.5	-0.5	-0.5	-0.125
129881	CCDC173	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
105378952	KLF18	0	0	0	-1	-1	-1	-0.5
55958	KLHL9	-0.5	0.5	0	-0.5	-1	-0.75	-0.375
10670	RRAGA	-1	-1	-1	-0.5	0.5	0	-0.5
9392	TGFBRAP1	-1	-1	-1	-1	0.5	-0.25	-0.625
8808	IL1RL2	1	1	1	-1	-1	-1	0
10244	RABEPK	1	-0.5	0.25	1	0.5	0.75	0.5
548645	DNAJC25	1	0.5	0.75	1	0.5	0.75	0.75
10881	ACTL7A	0.866025403784439	0	0.433012701892219	-1	-0.5	-0.75	-0.15849364905389
10880	ACTL7B	0	0	0	-0.866025403784439	-1	-0.933012701892219	-0.46650635094611
286365	OR13D1	0	0	0	0	0	0	0
2304	FOXE1	0	0	0	-1	-1	-1	-0.5
881	CCIN	0.5	0.866025403784439	0.683012701892219	-0.5	1	0.25	0.46650635094611
646962	HRCT1	1	-0.5	0.25	0.5	-0.866025403784439	-0.183012701892219	0.0334936490538903
6363	CCL19	0	0	0	0	-0.866025403784439	-0.433012701892219	-0.21650635094611
4712	NDUFB6	1	0.5	0.75	-1	-0.5	-0.75	0
206412	C6orf163	-0.866025403784439	0	-0.433012701892219	0	0	0	-0.21650635094611
79823	CAMKMT	-0.5	0.5	0	0.5	-1	-0.25	-0.125
25780	RASGRP3	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
6294	SAFB	1	0.5	0.75	-0.5	-1	-0.75	0
152485	ZNF827	-0.5	-1	-0.75	-1	-1	-1	-0.875
79865	TREML2	0.5	0.866025403784439	0.683012701892219	-1	-1	-1	-0.15849364905389
10728	PTGES3	-1	0.5	-0.25	-0.5	0.5	0	-0.125
221424	LRRC73	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
25844	YIPF3	1	0.5	0.75	-1	-1	-1	-0.125
3727	JUND	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
126382	NR2C2AP	1	1	1	0.5	0.5	0.5	0.75
10346	TRIM22	-1	0.5	-0.25	-0.5	0.5	0	-0.125
441054	C4orf47	1	-0.5	0.25	0.5	1	0.75	0.5
80763	SPX	-0.5	0.5	0	0.5	0.5	0.5	0.25
619373	MBOAT4	-1	-1	-1	1	-0.5	0.25	-0.375
6428	SRSF3	0.5	0.5	0.5	1	0.5	0.75	0.625
9639	ARHGEF10	-1	-1	-1	-1	-1	-1	-1
643155	SMIM15	-0.5	1	0.25	1	1	1	0.625
126370	OR1I1	0	0	0	0	0	0	0
117166	WFIKKN1	-1	1	0	-1	-0.5	-0.75	-0.375
124093	CCDC78	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
27443	CECR2	0.5	-0.5	0	1	-0.5	0.25	0.125
283869	NPW	1	-0.5	0.25	-0.5	0.5	0	0.125
646658	SYNDIG1L	-0.866025403784439	0	-0.433012701892219	-0.5	-0.866025403784439	-0.683012701892219	-0.558012701892219
55237	VRTN	0	0	0	1	0.5	0.75	0.375
8034	SLC25A16	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
7760	ZNF213	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
100506243	KRBOX1	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
2853	GPR31	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
11149	BVES	-0.5	0.5	0	-1	-1	-1	-0.5
84071	ARMC2	-1	-1	-1	1	0.5	0.75	-0.125
7072	TIA1	-1	-1	-1	-1	-0.5	-0.75	-0.875
100128327	TRAPPC3L	0.5	-0.5	0	0	0.866025403784439	0.433012701892219	0.21650635094611
1961	EGR4	0	0	0	1	0.5	0.75	0.375
286006	LSMEM1	0	0.866025403784439	0.433012701892219	0	0	0	0.21650635094611
387911	C1QTNF9B	-0.5	0	-0.25	-0.5	-0.5	-0.5	-0.375
83852	SETDB2	-1	-1	-1	-1	-0.5	-0.75	-0.875
9519	TBPL1	0.5	0.5	0.5	1	0.5	0.75	0.625
4217	MAP3K5	0.5	1	0.75	-1	-1	-1	-0.125
3241	HPCAL1	1	0.5	0.75	-1	-1	-1	-0.125
345930	ECT2L	0	0	0	0	0	0	0
9349	RPL23	1	1	1	-0.5	-0.5	-0.5	0.25
2895	GRID2	0.5	-0.5	0	-1	-0.5	-0.75	-0.375
389362	PSMG4	0.5	0.5	0.5	0.5	0.5	0.5	0.5
57820	CCNB1IP1	-0.5	0.5	0	-0.5	-0.5	-0.5	-0.25
388818	KRTAP26-1	0	0	0	0	0	0	0
27153	ZNF777	-1	-0.5	-0.75	-1	-1	-1	-0.875
442361	OR2A2	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
5729	PTGDR	0.5	-0.5	0	1	0.5	0.75	0.375
135932	TMEM139	0.5	-0.5	0	0.5	-0.5	0	0
84833	ATP5MD	1	1	1	-0.5	0.5	0	0.5
9721	GPRIN2	0	0	0	-1	-0.5	-0.75	-0.375
346689	KLRG2	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
118461	C10orf71	0	0	0	0.866025403784439	-0.5	0.183012701892219	0.0915063509461097
64943	NT5DC2	0.5	1	0.75	0.5	1	0.75	0.75
55779	CFAP44	-1	-1	-1	-1	0.866025403784439	-0.0669872981077806	-0.53349364905389
201633	TIGIT	0.5	-0.5	0	1	-0.5	0.25	0.125
1358	CPA2	0	0.5	0.25	-1	0.5	-0.25	0
55328	RNLS	1	1	1	-1	0.5	-0.25	0.375
9413	FAM189A2	0.5	1	0.75	-0.5	-1	-0.75	0
128977	C22orf39	-0.5	-1	-0.75	0.5	-1	-0.25	-0.5
85376	RIMBP3	0	0	0	-0.5	-0.5	-0.5	-0.25
1052	CEBPD	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
1937	EEF1G	1	1	1	-1	0.5	-0.25	0.375
9219	MTA2	1	1	1	1	1	1	1
256364	EML3	1	1	1	-1	-0.5	-0.75	0.125
6094	ROM1	1	1	1	-1	1	0	0.5
