FIB_slow1	FIB_slow2	FIB_slow3	FIB_slow4	FIB_m1	FIB_m2	FIB_fast1	FIB_fast2	FIB_fast3	FIB_fast4
ENSMUSG00000021143	4886.2837239925	4462.40073428569	3800.34005034827	3812.59632758611	4953.19153970014	5603.24313787585	4481.60546106118	5075.02327246753	3420.46704376323	3714.03054885161
ENSMUSG00000021144	3000	2498	2464	2811	2675	3393	2582	2870	2692	2936
ENSMUSG00000021147	744.903849905283	689.815361846965	517.934248318348	525.924558328246	640.681393127675	755.494206416654	639.982312422386	652.079921983074	389.951116449626	429.071428055298
ENSMUSG00000021148	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021149	1667.31598539332	1537.72641735076	1241.05286410398	1117.93992130189	1810.2808632392	2210.77626543475	2106.29047204693	2318.32856216256	1386.83757051451	997.307340794534
ENSMUSG00000021156	5113.99391805705	4682.98824909069	3381.98172648534	3706.03816084007	4996.9972307816	5481	4509.98379464776	4975.99782795853	3001.8739343367	3053.93503631364
ENSMUSG00000021171	7283	6574	5240.39038103843	4391.15470971968	6804	7736	6318	7130	4242.65829737213	3739.41972702481
ENSMUSG00000021175	885.932641678597	733.934906006967	503.512678209203	730.920716254987	614.932177827733	613.899751487623	428	502	495	532.830217501508
ENSMUSG00000021176	156	113	122.588742114931	126.127938487543	78	71	95	72	68.7591246759275	109.945801105324
ENSMUSG00000021177	641	558	719.944339136499	775.813144617229	517	661	567	654	831.852392660048	768.554727796223
ENSMUSG00000021178	3183	2815.93680712376	4012.31897679882	4165.60087533887	3202.70363747318	3776	3731.94519225414	3970	5310.52884883263	4656.40402529498
ENSMUSG00000021179	553	431	373.08696319338	550.835075726586	533	619	493	507	475.191341821985	553.35201960364
ENSMUSG00000021180	623	533	0.137169032524245	39.7607446121561	520	492	440	485	62.3818612576896	75.0943532659721
ENSMUSG00000021182	32	16	82	66	14	22	23	26	26	32
ENSMUSG00000021185	334.908841301865	271	487.344081232876	727.352905701734	258.199793015695	272.816404659147	282.233543757054	307.588068242827	591.761784174586	680.112039489978
ENSMUSG00000021186	37338	33998	683.499462542256	674.929176564269	30739	38619	20500	20807	326.749346925275	245.328073858915
ENSMUSG00000021187	27.4000749302215	43.1740216017914	9.538600114958	27.0745791638297	32.376632299247	21.9945530435881	22.6950324767352	21.3441574561946	11.0200115567685	6.06792170371324
ENSMUSG00000021188	1858	1922	1627	1622	1986	2080	1957	2131	1369	1832
ENSMUSG00000021189	764	717	463	460	791	862	687	792.926733219313	382	492
ENSMUSG00000021190	2439.17759565691	2112.43721866359	2348	3104	2454.93464121045	3170.87916076843	2467.5453815626	2486.78795603971	3033.66719905619	2878.4653412579
ENSMUSG00000021192	1651	1639	1215.72430129206	1389.8849926954	1607	2025	1543	1584	1181.54309134563	1237.15471843628
ENSMUSG00000021193	2936.88353365647	2687.39084430957	1622.75328732013	1254.36691688445	3115.2686482699	3526.72303225718	3025.7971514818	3363.78237334272	1523.7697737202	1417.49891599478
ENSMUSG00000021194	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000021196	698.116466343535	599.609155690427	410.202749724823	428.03230055339	617.731351730097	719.276967742821	498.202848518201	477.217626657277	249.715582777622	211.308863288209
ENSMUSG00000021198	9.46529590146377	15.4413046179353	2.17597869506811	6.03222910578784	8.37283600002724	12.3994327465086	5.11060963760916	5.08001994571912	8.09746145498959	7.144457239786
ENSMUSG00000021200	51	39	39	27	30	31	25	14	7	13
ENSMUSG00000021203	562	467	413	472	478	495	320	328	231	207
ENSMUSG00000021207	1	0	1	0	1	0	4	0	0	2
ENSMUSG00000021208	3	2	0	1	2	5	1	4	0	2
ENSMUSG00000021209	4	4	0	0	3	7	1	3	0	3
ENSMUSG00000021210	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021211	1.38377582749879	0	2	4.15295269049497	0	0	3.31410586378162	0	0	0
ENSMUSG00000021213	4.61622417250121	5	19	14.847047309505	5	5	5.68589413621837	5	2	0
ENSMUSG00000021214	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000021215	1904.64890041479	1461.79423966529	2156.28137648939	2386.35753908891	2181.61075318944	2237.99023377878	2774.63480880107	2651.55318796977	2004.09296451754	2324.39028085349
ENSMUSG00000021216	0	0	1.02343694825831	1.01415512913694	4.04024754991066	6.23461493350672	4.01955395226275	0	5.03763647454642	3.07254933839257
ENSMUSG00000021217	720.756453981703	632.336028451948	611	617	702.084318825206	731.527717835893	603.045430546852	689.07763784933	495.323621687486	646
ENSMUSG00000021218	9837.48039801425	8891.39923149764	6617.79690409967	6775.31384504586	10715.6957148848	12511.8276315573	10849.5009152764	12744.4891616683	6500.14165566686	6405.3185229178
ENSMUSG00000021219	4.0232942019292	5.41066713053907	1.00875030294849	1.00997926097908	1.10163442916941	3.01759383111016	4.69745708210088	2.01188156034433	3.03276147045104	6.22527686573866
ENSMUSG00000021221	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000021222	331.244069426304	286.512284255797	215.724071030933	330.356571953473	339	367.744172066338	297.667751843172	276	286.470562217643	320.679456942559
ENSMUSG00000021223	0	0	1	4	0	1	3	4	2	3
ENSMUSG00000021224	1294	1201	976.440045588975	1021	1164	1355	1017	979	715	810
ENSMUSG00000021226	1309.03699340261	1094.00198044098	381.17772007334	406.486878674421	1063.68118964303	1413.07119286868	815.032250688036	711.504113814415	222.164157671664	282.708926059976
ENSMUSG00000021228	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021234	72.3899374584732	61.5249190003546	41.4721584959984	66.4395800799681	54.5067750090203	60.9119114479549	50.6037514739929	66.291400184812	45.3333003687524	47.3888601595949
ENSMUSG00000021235	484	455	414	580	474	531	425	458	636	572
ENSMUSG00000021236	976	967	627	719	942	1106	762	920	465	675
ENSMUSG00000021238	721.732646060147	580.923176453242	257.840975995296	378.60461916249	692.714122549607	713.920063053606	498	550.720538556643	221.616693561692	282.791679831429
ENSMUSG00000021239	4.04340981293808	11.0393822211587	7.00736229876992	4.08847827549228	16.2092683090874	12.0101922031598	8.04848230067017	14	9.00770039537218	10.0668504937665
ENSMUSG00000021240	449.434883588135	388.11725694956	201.433423418367	311.520410321466	477.336876872863	620.660760964849	463.854392136663	497.025111053569	315.397834888041	400.891946603958
ENSMUSG00000021241	422	353	173.931143455827	297.745560653128	309	381	310	278	151.512054663353	209.258267487842
ENSMUSG00000021242	8776	7890	7257.40812294103	8106.6848913723	8756	10424	7982	7932	6444.79337848656	5563.00832838196
ENSMUSG00000021243	691.879696986759	693.013469834421	1075.40158813284	1015.18667389713	830.129850769001	964.97013485932	887.804298290162	929.408599646666	1160.97383872186	1067.37772139616
ENSMUSG00000021244	2319	2153	1811	2030	2199	2359	2129	2382	1696	2067
ENSMUSG00000021245	121.172818333018	82	89.9333267841321	49.2774006929406	108.287062391762	145.17382563996	131.210683654854	168.659859326882	2.13843255097793	55.201276485534
ENSMUSG00000021248	5934	5436	3881.54966738812	4304.86948878877	5984	7455	6043	6539	4909.85507602795	4275.94941438232
ENSMUSG00000021250	12259	9993	2863	3439	10588	10991	9894	7579	3663	4765
ENSMUSG00000021252	1974.26840423879	1786.1403948707	2314.38225881035	2538.84743262149	1976.82935972231	2310.02198757217	1985.71112766655	1986.96935840565	2768.86500928039	3115.95895540427
ENSMUSG00000021253	9446.91457846553	8693.29305500557	14298.0292093566	8657.5094295221	8573.42360910787	11035.3706174914	7174.43290816843	7440.88514037532	6978.10329591494	5303.26415366795
ENSMUSG00000021254	953.267320369568	888.044001052403	424.982308986931	301.751320103702	936.316704720498	1087.82832685729	796.130989184616	923.867423676963	374.424905464173	243.465308468473
ENSMUSG00000021255	0	2	1	5	0	3	2	4	1	0
ENSMUSG00000021256	16	14	9	8	8	6	3	8	3	5
ENSMUSG00000021257	116	86	49	52	92	145	76	81	37	49
ENSMUSG00000021258	1144	1071	113.195789359114	237.620290540077	1212	1408	1289	1226	118.085581060721	34.6674848023081
ENSMUSG00000021259	102	87	50.9470676051557	75.5247269512603	109	99	88	87	68.9034764915568	69.9145028381178
ENSMUSG00000021260	88.6778122733198	88.7436224092951	118.843111679342	165.921099101127	74	92	84.4953260338656	92	101.944321114073	169.611328120846
ENSMUSG00000021262	3115.58776174976	2608.73474784458	1510.81191815095	1892.81833303715	2658.63582437702	3147.1851052348	2217.48298837196	2263.12884455216	1369.63528291026	1232.37532592365
ENSMUSG00000021263	275.412238250236	236.265252155418	0	0	254.364175622981	335.814894765198	224.517011628038	284.871155447838	0	0
ENSMUSG00000021264	2476	2199	2702	2678	2383	2546	2246.99619526341	2455	2564	2619.98783311559
ENSMUSG00000021265	104	81	90	66	90	110	106	100	85	77
ENSMUSG00000021266	2495	2207	2024	2342	2332	2944	2178	2127	2085	1898
ENSMUSG00000021268	11.2415707773048	6.13943354663317	1.29850255653315	27.1292661337564	17.5427322020064	12.2480418427472	13.6728298213999	15.9626516930377	5.00068762260413	6.14205912600803
ENSMUSG00000021270	21962.4923338505	20708.0260303544	24310.5970443066	21591.1943243445	19189.5789811037	22919.7291119892	20321.906647506	23626.0598293721	26051.1514170538	20222.6282465338
ENSMUSG00000021271	311.768739720709	330.740107056223	259.262251151827	303.801674326107	341.584615014592	416.574792133512	292.165194087513	329.826557401204	161.02407379477	225.920008924154
ENSMUSG00000021273	3255.98447852136	2900.0204049462	2515.55081944596	2560.34850954067	3373.65004663111	4214.46530013901	3519.04849926112	3545.98719398449	3013.34539301778	3284.51614246263
ENSMUSG00000021275	778.038534174987	708.134545408978	559.599411351272	586.825508123004	718.52201697144	783.473053853968	632.682824525177	622.487115447459	486.905983479223	562.048143611946
ENSMUSG00000021276	1211	1151	67.0057400747229	91.8367022041562	1010	1194	910	909	69.57594986457	43.0237538004194
ENSMUSG00000021277	1137	989	1132	1077	1050	1276	1236	1354	1103	1140
ENSMUSG00000021278	1	0	0	0	3	1	1	0	2	2
ENSMUSG00000021279	4417	3779	4363.08427821601	4325.8732777137	4090	4904	3754	4069	3776.85113632021	4058.55674943514
ENSMUSG00000021280	16.8195051888203	13.9990169158921	0	0	26.6214471960982	44.3549668205402	35	51.9440828569555	0	0
ENSMUSG00000021281	2547	2224	2168	2601.5999426031	2414	3111	2552	2696	2138	2340.98948986068
ENSMUSG00000021282	10195	9637.99731557461	5591.98169627069	5114.49112037525	9675.99761783759	11430	10090.9972552124	11380	5810.38538378331	4321.97034374091
ENSMUSG00000021285	467.013277134772	377	305.152201411464	442.518607798778	458.036979272361	482.120804420614	453	378.181256583665	548.060114016882	520.658041838558
ENSMUSG00000021286	704	541	540.437822582545	691.334369275173	676	756	649	628	643.354046399125	592.116702155644
ENSMUSG00000021287	662.150853392257	618.239382945778	488.422834482797	531.249541115402	636.610659111732	698.230015476785	574.868700303399	544.291803884632	531.269165662047	637.217767785927
ENSMUSG00000021288	4449	4262	4272	4294	4233	5237	4023	4168	4322	3980
ENSMUSG00000021290	1266	1120	1686.70497075762	1761.23453325026	1352	1659	1653	1576	2399.47557837178	2074.64735602524
ENSMUSG00000021294	99	97	28	17	72	58	38	27	3	2
ENSMUSG00000021298	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000021301	0	1.00104776032807	0	0	1.00071746318924	0	0	0	0	0
ENSMUSG00000021302	596.123112649782	527.15276606125	376.690088449437	439.380796535668	590.098835251798	638.785475085018	583.837447043943	583.740047332073	332.952346639352	357.663392356763
ENSMUSG00000021303	0	0	0	2	0	2	0	0	0	0
ENSMUSG00000021306	1432.07511892419	1242.52248017358	349.622424764458	415.973653372098	1141.99443766081	1359.13759108716	889.269323206991	908.498524982363	192.513869429863	252.591145455744
ENSMUSG00000021311	1143	1017	1709.94772494078	1734.14239855406	1089	1160	1028	1263	1244.34486252776	1398.02110855571
ENSMUSG00000021313	6.03255813226759	9.0401840602996	3.0155696191786	8.02714875333816	5.00860675094742	9.02919881134814	6.0371476683318	9.04800562835815	6.00589984217398	9.02343452413155
ENSMUSG00000021314	0	0	0	0	0	1.9999786025504	5.99999447329686	2.99999111116837	0	0
ENSMUSG00000021318	3295	3029	1749	2181	3525.28654859517	3595.73538857027	3147.33200953342	3357.56283361952	1561.96679911819	2460
ENSMUSG00000021319	5	4	0.227961673083449	0	7	8	5	0	0	0
ENSMUSG00000021322	5.00367555752504	0	0	2.00604381851247	0	0	0	1.00060050765427	0	3.39784161725492
ENSMUSG00000021326	1437.10126431173	1273.83975283416	203.273542568187	188.676620750872	1434.05462997175	1644.37814741267	1524.6316036928	1551.37026397328	253.408457890004	349.193170971343
ENSMUSG00000021327	2021.35488066207	1954.89516863681	1355.2918164536	1350.89676843545	2270.16058773997	2259.02172765732	2139.03180191074	2124.97422183507	1331.63590570404	1109.37812728044
ENSMUSG00000021335	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021336	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021338	912	792.005811155211	496	574.00472996118	807.056572305022	858.113703628593	602.086187365911	585.195236284582	393.166996570301	510
ENSMUSG00000021339	552	523	1221.77541386898	1402.62727617477	498	529	366	445	831.735781708477	936.126798653657
ENSMUSG00000021340	286	283	36.4410941068085	55.19997424721	266	318	206	211	34.6904554441398	8.67812522913418
ENSMUSG00000021342	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021345	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021346	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021347	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021348	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021356	1	0	0	4	0	0	2	4	0	0
ENSMUSG00000021357	1475	1449	1120.15039986153	1292.54236442366	1461	1736	1406	1656	1112.45245713254	1102.10515022411
ENSMUSG00000021359	18.1110642353367	17.1323430542062	11.879014812915	7.50557013879149	17.8859573286956	18.9379040793581	16.9777241756093	18.1482961487204	7.87533516176104	3.16392466073419
ENSMUSG00000021360	442.66438079535	398.92106892086	467.035533238896	343.033175039692	363.940728298925	448.496876317263	302.223680878991	319.265205889811	298.108529532002	238.392151449148
ENSMUSG00000021361	1466.86655210411	1258.86631258781	1265	1411	1287.76228112316	1590.66613814765	1391.9427777832	1296.63377829874	1352	1093.97672362594
ENSMUSG00000021362	0	1	0	0	1.48632035002902	0	0	7.72578850138932	0	0
ENSMUSG00000021363	2	0	0	0	2	0	2	2	0	0
ENSMUSG00000021364	14	4	0	2	6	4	4	4	0	4
ENSMUSG00000021365	9691	8747	7235.0831716645	6605.27090801103	9094	10344	6932	6820	3399.81514531289	3337.12337200497
ENSMUSG00000021366	1437	1381	1119.99117320941	1025.28364199691	1349	1609	1153	1403	687.788669344752	852.829671314741
ENSMUSG00000021367	560	648	606	244	483	685.991762288633	221	248	134	31
ENSMUSG00000021368	497	448	354.329474161143	389.466916454303	424	542	424	482	269.580167676688	267.171541626545
ENSMUSG00000021371	1389	1217	932.545478904169	957.067258855328	1306	1552	1168	1259	656.926497354757	683.952268433859
ENSMUSG00000021373	11	10	27.9492367140232	34.6437537823903	17	30	16	26	22.2156213431758	17.9877231084104
ENSMUSG00000021374	3918	3498	3371.60499571871	3062.15349049821	3648	4076	3358	4114	2587.01035895513	2462.58278975898
ENSMUSG00000021375	1726	1547	1166.64701623637	1264.66556495435	1737	1831	1706	1856	973.143811084096	1227.04632242018
ENSMUSG00000021376	342	317	349.017195977079	463.227666975699	302	374.993622136809	282	319.970647981311	408.983620469509	425.07664965802
ENSMUSG00000021377	8855	7587	5516.28848082429	5283.13487364112	7378	6976	6762	7378	4601.36852046542	4131.59400806215
ENSMUSG00000021379	3368.95906705111	2985.96792322254	2444.82066273426	1348.77665288159	2777.98612277985	3062.95613088045	1830.96636987951	1861.99522898378	728.912844287213	448.972133491409
ENSMUSG00000021381	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021384	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000021385	471	438	0	0	464	595	430	536	0	62.8195659501098
ENSMUSG00000021388	31549	25328	6610	9979	34497	34120	16387	16738	3270	5540
ENSMUSG00000021390	3579	3032	1487	3317	5351	5526	3946	3769	3280	6174
ENSMUSG00000021391	255	230	361.246705872807	313.019308975426	211	170	236	222	307.930636397374	280.462054126931
ENSMUSG00000021392	793	742	344.872697611345	406.979104189255	840	988	945	1107	113.258195070086	137.70458423541
ENSMUSG00000021395	4155.99012629339	3642	2271.7597407893	2659.99999904657	3966	4462.98282227886	3419	3562	2021.55983882098	2049
ENSMUSG00000021396	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000021400	1440	1139	1059.59583468328	1110.26501578357	1371	1575	1251	1376	1033.49725720248	925.094341857157
ENSMUSG00000021403	8	19	27.7992287314209	44.7618842958861	16	24	22	33	23.0405439082278	4.84558528481013
ENSMUSG00000021404	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021408	2204.02365616057	1958.09972231977	1450.00900450222	1647.17517142986	2157.38345020653	2515.90508860304	2055.67966841952	2233.40956573407	1373.31191571462	1347.38562661964
ENSMUSG00000021411	1085	823	968	746	871	1073	824	846	518	383
ENSMUSG00000021413	3301	3060	1305.34446790363	1321.77275713814	3399	3705	3411	3879	999.779971095443	1268.15229494654
ENSMUSG00000021414	0	0	0	1	1	2.09522549362722	2.05495683386379	2	0	0
ENSMUSG00000021415	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021416	5.11286943853162	0	8.11428243216642	4.06882157642193	6.1580558578367	7.14595060241133	3.05712181446477	5.11287523711365	5.04576096313142	7.0359118385785
ENSMUSG00000021417	1067.12668825738	981.880519005615	1000.16593490817	1245.31339239003	1010.67031593576	1360.96155492796	1187.85265181599	1243.52065984281	1067.49551674782	1089.34587227382
ENSMUSG00000021418	166.693656694753	126.113006364181	104.478614449226	123.307180817082	148.29668010166	176.798545862286	208.217684095463	231.448763616074	137.73829155127	109.905334310595
ENSMUSG00000021420	293	295	75.184335234953	78.4125403707113	341	353	271	249	56.183051119654	49.3202832645578
ENSMUSG00000021423	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021427	9072.27979178099	8034.4672404327	5066.04457215222	5019.10519753398	8823.55161889683	10735.2916712539	9138.08614790386	10508.0045466396	5433.4672317511	5070.17657951708
ENSMUSG00000021428	1050	997	959.661065629734	859.117652496141	1174	1262	1215	1302	819.174648251514	827.816379514748
ENSMUSG00000021431	549	492	304.62101673652	275.521307131343	591	550	606	588	268.163803920702	258.893546458006
ENSMUSG00000021432	488.089290964261	484	328.386328916017	336.349178360586	509	575	504.263597521206	560.370109785997	301.432691151464	292.664103570891
ENSMUSG00000021439	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021440	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021441	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021448	2	1	4	12	2	0	2	14	27	8.9963680577441
ENSMUSG00000021451	25.1526061344517	25.2155546111644	26.5414431396285	26.4450927485557	27.0753872422201	27.0446809292001	29.0283512190552	27.5657891598214	12.1830123321262	25.3914680749112
