ESC_slow1	ESC_slow2	ESC_slow3	ESC_slow4	ESC_m1	ESC_m2	ESC_fast1	ESC_fast2	ESC_fast3	ESC_fast4
ENSMUSG00000001313	276.366156586032	257.966788478982	273.400965149259	326.864719482833	309.936937816109	279.184026372929	335.884871150667	372.331700963783	347.163679319509	353.670435343402
ENSMUSG00000001323	167.738406177877	182.243173448216	136.126279358953	134.824514300141	180.497472219982	223.661996595594	162.182589232827	193.286911285009	127.501332978666	104.642344719048
ENSMUSG00000001333	32.1434769520926	65.3473096327013	56.2307313973268	43.2555460449971	33.2550628152529	27.200635384469	32.202911701839	47.3685232156045	33.1327766477949	23.1211810021481
ENSMUSG00000001334	4.02653541597392	8.0929494334481	4.01009618741502	6.03271474822843	7.07295059818771	8.11721583107406	4.04280113379464	5.09088252023236	3.00670386004517	4.01156602633526
ENSMUSG00000001348	169	357	72.4379372638787	73.8973748522541	203	320	179	404	95.8950061697964	106.037144387152
ENSMUSG00000001349	20	12	5.50077903687685	12.1088236777167	20	11	17	11	11.0635459214377	10.1928246216626
ENSMUSG00000001366	513	519	502	515	555	512	523	661	489	490
ENSMUSG00000001376	2823.03199528451	3203.30333109392	2261.93209765209	2977.92918413972	3294.02168270183	3276.63268103446	3286.18348129094	3686.82897490455	2248.69139322661	2468.63279825158
ENSMUSG00000001380	2550.12211592648	2708.44401695025	2471.84563712695	2870.90481988201	2943.20815693889	2772.42516594537	2691.49569284731	3231.13529485284	2614.48620233549	2861.88591589126
ENSMUSG00000001383	2859	2901.80703789329	2628	2977	3174	2900.61030687294	2878	3621.46042830243	2755	2770
ENSMUSG00000001403	3253.44564929635	3316.85412650493	7075.66627845677	7708.7204619357	3222.82613675808	3794.09860039404	2992.78026923599	4721.99239182624	3376.47476271342	3849.87145595533
ENSMUSG00000001415	5381.59298668114	5451.95991339195	7205.30656159233	8144.54326275338	6249.61289532507	5615.682569912	5608.90490213086	6685.77620895393	6606.11846243952	6972.74586474602
ENSMUSG00000001416	14438.1030954457	16441.4028169116	16287.5444427848	18958.6790042005	17032.4170009344	17245.2523949751	16342.8773795663	21188.9965519495	16875.0459015793	17114.3562214456
ENSMUSG00000001418	1896.18649152884	2044.74354548244	1818.92546034883	1884.03952349623	1870.0006099546	1827.03547569848	1555.36574863801	2255.95132011158	1575.31844508814	1457.25133610932
ENSMUSG00000001419	1169.22327187782	1239.88585540554	1325.06749767875	1352.48610928648	1184.6967208173	1213.0554825613	1211.06540728555	1455.8583761092	1369.6345965502	1303.40212577023
ENSMUSG00000001420	91.9038266084858	103.164076202187	81.6443484214236	96.8241250659612	117.953900601297	86.8415476397462	117.448531010768	153.450189780246	99.7252262239252	99.1494063013069
ENSMUSG00000001424	6698.55887572799	7141.34918853639	10540.0492193792	10658.1744352601	7457.2622714695	7226.71334788514	7112.30482574543	8351.65994251205	9344.99531784559	9250.96178925888
ENSMUSG00000001435	2875	2601	4385.13857803176	4642.94214962374	3437.00797466309	2716.00219967972	3357.00106080454	2985.00078995685	4054.75586490176	4305.87901221938
ENSMUSG00000001436	807	708	931	1037	896	724	837	877	859	993
ENSMUSG00000001440	23233	25746	22693	29258	29838	30510	30157	34322	26083	27879
ENSMUSG00000001441	5007.47862792782	5282.00295730796	4797.79016939134	5640.46155041996	5882.18400820764	6020.64743227115	5409.17559571021	6107.24845821228	5075.15988216207	5148.28868413672
ENSMUSG00000001444	19	28	12	12	17	32	25	36	13	6
ENSMUSG00000001445	1731.16996726154	1753.39610795107	1860.05212350768	2119.51846806181	2015.20557100128	1867.82238115701	1853.15847635911	2108.47386606275	1833.04734453755	1873.75184624626
ENSMUSG00000001467	3782.94377568142	3553.94879678707	2897.58005927236	3413.34913453573	4542.27847336073	4043.95452720371	4528.98038381516	4689.611569183	3198.23186576756	3161.30330322533
ENSMUSG00000001472	7877	8026.92627984679	3337.94890584059	4021.97835092363	8258.99806198089	8006	7567	8806.99733953323	4038.58822506621	3291.26876986837
ENSMUSG00000001473	1096.53655755189	1306.54960158334	1359.21599303564	1349	1210.10163952167	1380	1214.27414989478	1701.06068043262	992	916
ENSMUSG00000001482	2405.59079499165	2586.29525421027	2844.43016630067	3037.23160318676	2700.23418203439	2626.83444972851	2274.3739459266	3033.49856220384	2528.29556381064	2554.93316785968
ENSMUSG00000001493	1	0	2	2	0	1	2	0	4	2
ENSMUSG00000001494	1	2	3	2	2	7	2	4	1	1
ENSMUSG00000001496	0	0	2.04143773975652	0	0	4.16599907465885	0	2.03198741946854	1.44923842735868	3.46305027147216
ENSMUSG00000001497	6.43969010772698	6.44972006485589	12	6	4.33559613102724	11.0223798210826	4.63491101058139	6.50491841379731	12.9856829860147	3.12689715989663
ENSMUSG00000001504	181	175	161.923661131263	201	205	175	243	222	169	198
ENSMUSG00000001506	60	62	48.5442569366218	42	152	62	73	107	41.0236734062008	41
ENSMUSG00000001507	419	611	450	414	398	547	407	665	279	293
ENSMUSG00000001508	4	0	3	6	1	2	5	5	7	6
ENSMUSG00000001510	1	3	4	5	1	4	3	8	8	1
ENSMUSG00000001517	2556.95838111456	2586.20861333806	3824.39997457879	4112.09659817521	2931.73595242163	2700.76287706168	2557.84747362574	3186.13704925951	2921.24554835278	3238.37624934081
ENSMUSG00000001518	1355.62383976557	1279.85488222279	1882.53873008426	2185.58619003745	1407.04595937843	1172.91558563049	1228.49625268847	1312.10064392293	1667.73502921321	1678.47664843862
ENSMUSG00000001520	64.5097366560662	95.2560830686595	68.7051561736002	102.045930581485	96.8170311133805	84.7637697456657	72.1628272385986	84.3166884264668	108.444441141835	105.948043561279
ENSMUSG00000001521	1541.46490906617	1485.54807744734	1501.98962974604	1703.20323841647	1653.7699776934	1559.28526343178	1550.8625629135	1617.06712184543	1744.54051128698	1727.61771048858
ENSMUSG00000001524	733.204381217365	706.361661091189	874.016852544792	940	869.230087468542	745.020101702803	829.353428286706	935.116884406635	808	948.261905442694
ENSMUSG00000001525	32452.5459385771	31408.1026377908	48653.043684109	52012.2118763208	34542.6675789074	31971.2898230175	30047.6561125986	38645.0815752761	36582.4958245466	38034.0422143727
ENSMUSG00000001542	2065.7792948508	2025.29446330512	1313.47096453838	1588.29554265338	1990.45733701135	2019.50316283047	1902.99408138423	2209.0871928134	1407.3642790657	1398.61850154953
ENSMUSG00000001552	2191.55288725594	2049.36943111398	2987.091246897	2921.43716195407	2434.6035928559	2148.7125492159	2326.21184745347	2504.52044924532	2862.19667178263	2929.31124813948
ENSMUSG00000001555	114.397436697971	64	74.6604345872285	96.3422494757781	138	63.6859024347546	105.812615672805	84.6482822684433	86	127.26449085108
ENSMUSG00000001558	35	12	29	29	41	29	36	27	37	24
ENSMUSG00000001566	16	35	15	14	21	21	26	35	14	16
ENSMUSG00000001569	2122.12640514957	2189.34837040933	1913.2206077443	2255.33977983105	2543.03158054458	2406.62305505257	2306.37111340768	2768.27134839681	2018.85110332051	1974.77114642673
ENSMUSG00000001576	2348	2033	2628	2664	2627	1996	2241	2198	2474	2357
ENSMUSG00000001583	676.125749711642	447.790712105114	1012.25266032123	876.892927442803	684.619493109201	414.145895611639	624.854974548218	444.181482736434	810.210091682626	846.352531779096
ENSMUSG00000001588	411	353	633	583	414	372	341	347	723	548
ENSMUSG00000001604	2024	1850	2050	2335	2106	1686	2012	2171	1661	1953
ENSMUSG00000001622	0	0	0	3.60552885320478	3.005311731132	9.70302785822433	5.29448057968646	5.72657993483727	4.2773176169218	1.68492754041158
ENSMUSG00000001627	3601.50792755953	3244.3975229497	2752.46081419867	3831.04546426421	4211.19682423457	3808.21579751872	4443.57466501434	4319.27444358264	2984.28236975048	3593.37589027178
ENSMUSG00000001630	1423.634822717	1289.45184692452	1137.07615769343	1376.94339801859	1525.64275293287	1462.26109517152	1411.05713829337	1459.84565799404	1085.2396966332	1145.56266205332
ENSMUSG00000001632	2232.75297803958	2035.33801640407	1905.92212754694	2562.75314720985	1956.52742716364	2254.81609084811	2217.77599188828	2073.91903994224	2015.18764665581	2050.83016969176
ENSMUSG00000001642	13023.4948006933	10004.0008393772	12330.1355226117	15825.2617830178	14701.7327038713	9818.38894761017	13495.3200125116	11806.4555727772	11811.1819362842	14136.3705247664
ENSMUSG00000001655	325	304	275	255	328	253	237	300	211	193
ENSMUSG00000001656	11	30	19	8	8	21	8	19	8	6
ENSMUSG00000001657	3.01479377575473	8.1048344731242	8.0848820603118	0	13.1841841730972	17.2187846538546	4.04683075394423	9.38248828463995	6.01405076748788	6.0062428210447
ENSMUSG00000001661	13	13	13	2	11	9	9	11	5	3
ENSMUSG00000001663	5	4	0	10	8	2	4	2	13	23
ENSMUSG00000001665	71.0472178721928	78.2387371413372	113.618816253018	91.4692576871779	75.7494217561325	61.7398350075716	71.8742103171033	61.2641343604459	95.1809356034239	84.3579709387984
ENSMUSG00000001666	1069	937	1268	1335	1137	885	1086	1212	1388	1304
ENSMUSG00000001670	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000001672	74	41	99	73	54	28	38	18	82	55
ENSMUSG00000001674	4677.02827819617	5176.38595033629	4847.23711955404	6193.47191545745	5514.34233471976	6213.18405911122	6017.8461188878	7337.71670607836	5376	5601.43451735275
ENSMUSG00000001687	1034.43896241053	1026.4209549626	700.706164664869	946.789197627265	1097.77461658884	963.173916077151	1085.16829057353	1134.90385120982	693.431373687369	795.239392463081
ENSMUSG00000001700	33	39	41	60	40	25	25	23	63	54
ENSMUSG00000001707	1896	1854	1340.69063696671	1588.20282275885	2104	2163	2080	2468	1565.25602984456	1488.39382954024
ENSMUSG00000001729	1458	1706	2050	2005	1722	1711	1628	2159	2012	1883
ENSMUSG00000001739	17	26	28	29	20	56	39	45	32	19
ENSMUSG00000001741	14.1447119694249	5.0616565273401	8.12079140225957	7.43032705529145	7.04340900212599	8.21559098222492	7.10329624144847	13.2895223986057	13.5408162321606	6.37196294598669
ENSMUSG00000001750	294.129720274146	319.670711714967	390.698452455117	303.815221251836	282.142219621896	205.367022965471	224.505511179293	259.863787029511	352.748076170208	313.174974166264
ENSMUSG00000001751	40	41	50	35	53	35	43	33	55	36
ENSMUSG00000001755	777	684	868	781	775	643	667	810	735	687
ENSMUSG00000001761	1042.62897774014	1157.48708652011	906.939316707655	909.578452386964	1168.89301652897	1104.19720670464	1004.23209867157	1240.10448987122	780.086137344468	705.80593099329
ENSMUSG00000001763	92.0922215697078	121.734836734727	100.405999782272	99.500895874755	102.57954910595	90.0854416804799	105.916238017549	127.51332183584	89.9194397300863	99.4338824156064
ENSMUSG00000001767	1307.91834133319	1451.90424655644	1211.80466908542	1503.71727425879	1605	1723	1574.98370495881	1787.57478980983	1356	1467.94823941038
ENSMUSG00000001768	321	205	349.582996351585	362.849226921636	259	183	221	168	220.753860668009	220.932140069439
ENSMUSG00000001773	7.86133090466905	13	14.9999258574637	13.3553511397729	19	10	9	10	11	9
ENSMUSG00000001774	2184	2506	1360.54948121288	1711.68571961594	2691	3008	2811	3312	1729.44039370125	1665.12837085745
ENSMUSG00000001783	5618	6327	5825	6354	6219	6479	6034	7647	5691	5497
ENSMUSG00000001785	2784	3071	2405.56392815094	2985.81475501795	3630	3543	3519	4192	2808.10852890566	2888.3431374878
ENSMUSG00000001786	653.689772070448	709.879108737587	649.506605881466	817.32286572916	770.876706859827	612.109873590686	685.311178745555	772.112429807879	762.033485116696	774.122982384956
ENSMUSG00000001794	2670.67513212131	3624.8456432687	2200.87392399545	2537.51355365392	2629.51572792432	3758.94869789639	2514.12373265455	3729.65352420012	2263.37322753085	1848.37075186151
ENSMUSG00000001802	226.383036914391	225.932861212164	231.049322172247	216.02800133077	231.074153773434	192.018905139804	263.033971120237	207.933421952645	258	203
ENSMUSG00000001804	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	3	0	1	0	0
ENSMUSG00000001819	170	266	61	77	225	334	251	372	98	103
ENSMUSG00000001823	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000001827	80	236	93	97	71	224	65	230	73	92
ENSMUSG00000001829	2047.64429340271	2143.40359618695	2428.38526293601	2738.01489124233	2153.30582382918	2009.46023132558	1995.3150183248	2328.14976897271	2137.18822721481	2274.15799232188
ENSMUSG00000001833	4440	4737	2529.10808215629	3337.72325247595	5135	5458	5126	5936	3046.61051154961	3039.77545536326
ENSMUSG00000001844	596	488	587	637	572	521	545	565	562	559
ENSMUSG00000001847	5155.48870557822	5216.12905859206	4216.4108970131	5032.92449751512	5890.84915167545	5553.28952261648	5876.31305395961	6140.48164377946	4734.19636335027	4565.77544139745
ENSMUSG00000001855	2650.08492229862	2873.50242446516	3557.35666061092	4163.97793132105	3351.15254212372	3122.94046089838	2977.38819180398	3332.09262433985	3361.23171507035	3703.28473896883
ENSMUSG00000001864	214	207	220.969171671583	221	260	223	255	295	260	220
ENSMUSG00000001865	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	397.908747633299	350.163858547956	392.116029159723	374.343492608161	415.76857932051	318.10172973403	380.128795347496	379.729212612123	312.672222525155	304.282714817192
ENSMUSG00000001891	620	818	487	552	736	883	729	1034	546	457
ENSMUSG00000001901	106	78	104	110	107	71	67	62	96	82
ENSMUSG00000001909	3832.48545237994	4337.48317007368	4424.62983687032	4767.16997235081	4238.16605421692	4225.14359535237	3897.49259375099	4792.69419070632	4192.96509242154	4548.40040672684
ENSMUSG00000001910	8664.42456811871	8381.25708705656	10247.8541158877	11733.9948772949	10145.3600901163	9016.83234239771	9580.14620044222	10312.8879151324	10621.6073400401	11519.1143115235
ENSMUSG00000001911	299.676321543084	256.494991651216	233.386441243043	239.187941240902	305.626016073425	255.714890597228	293.292476391538	264.954119456541	198.63176195516	197.474975262227
ENSMUSG00000001918	5346.81851339438	4662	5171.88592474972	5448.4202215479	6349.70197639937	5445.84956326915	5995.83090052006	6252.57762662342	5763.77631123175	5817.43340875525
ENSMUSG00000001924	30739.1180797122	34896.7122294549	35520.0570730083	40637.9918965443	36653.5310195331	38013.9602469551	35310.5223958868	42722.2732966235	34493.4518297845	35113.2083411641
ENSMUSG00000001930	172.783203821485	86.3843871698242	289	244.706259726878	134.742664445863	82.79212910411	85.028906848234	63.7417026050546	171.622078854566	146.800212637337
ENSMUSG00000001942	304	262	141.198829131723	169.577981557992	356	289	318	287	145.579588060326	93.6683124416882
ENSMUSG00000001943	25	29	42	32.9225946952262	43	23	43	22	25.4440145767723	27.8299288698549
ENSMUSG00000001946	28	49	37	52	47	54	45	34	32	50
ENSMUSG00000001948	9	5	6	3	2	10	3	4.61394107616797	5	4
ENSMUSG00000001962	2696	2909	2728	2771	2873	2750	2654	3345	2496	2150
ENSMUSG00000001964	4207.13162482368	4313.95002786888	3673.53735470501	4297.29285650986	4998.50447158855	4663.02398803001	4532.80832244705	5661.9036855848	3491.42028276592	3592.75107455207
ENSMUSG00000001983	317	244.587248208579	297.083667367434	318.371377924614	296.572551697692	260.178144274236	257.490831578297	330.762527422187	250.577054056887	282.63576317266
ENSMUSG00000001985	1222.46639583738	1275.97477730396	1724.62675127904	1703.81070438276	1342.44790478504	1267.39047689727	1019.3597707025	1213.00220906018	1266.16392395833	1053.06689268543
ENSMUSG00000001986	115.918288609077	79.0300214429546	64.5341899828493	80.7285966028519	96.6324509440707	78.6914946750251	86.3953032518084	66.0028718490868	35.5334999507166	36.7926438962373
ENSMUSG00000001988	0	22.9999999817586	0	14.2851606060606	0	0	11.2917519510453	9.28383937109852	0	16
ENSMUSG00000001995	1306	1447	4.31919917744492	173.576089290607	1419	1490	1196	1582	231.175974770534	1.37301891583484
ENSMUSG00000001998	802.341923055788	799.79712810808	725.031304825146	870.354148207639	948.502572323677	951.474845263585	822.161325235256	935.40920322972	772.015464958431	693.051974499248
ENSMUSG00000001999	287	323	303	280	324	351	291	400	290	240
ENSMUSG00000002006	3013.9999111022	3313.32977866863	3106.34928848549	4095.2441667295	4062.43737978129	3463.37328601169	4057.38708567416	4140.30343179707	3582.87865450835	4336.77456468119
ENSMUSG00000002007	20	15	28	23	22	16	8	18	14	16
ENSMUSG00000002010	6781	6973	6926	7788	7281	7072	6544	8184	5546	5539
ENSMUSG00000002012	151	142	132	142	142	115	136	112	112	95
ENSMUSG00000002014	2446	2355	2742	2914	2660	2376	2236	2743	2236	2036
ENSMUSG00000002015	6754	6058	6147	7078	7275	6367	6507	7523	5183	4994
ENSMUSG00000002017	1551.95483621732	1701	1306	1670	1874	1996	1949	2152	1473	1586
ENSMUSG00000002020	46.7392194301585	43.529890959066	31.1927438971334	34.0746805135313	30.9274740908424	17.0537305173368	25.9742628480366	29.217172449727	20.2152978617254	19.2844053949823
ENSMUSG00000002028	2098	2281	2729.06470989977	3120.90342729367	2748	2639	2195	2262	2809.98523387624	2648
ENSMUSG00000002031	1015.59351604106	1088.64207766529	1037.82509169928	1124.64494516854	1094.51234353993	1108.64810164948	987.29579911496	1194.3525269843	980.784986937509	952.619189486659
ENSMUSG00000002032	19	12	10.0271910660627	26	13	18	33	24	27.2353663157895	27
ENSMUSG00000002033	6	0	6	8	1	2	3	1	5	0
ENSMUSG00000002043	238.198672275333	230.203080913702	400.96642767794	319.883178932235	254.270003351969	182.07115153271	173.688284768558	212.429798855035	387.685610377486	357.511098213976
ENSMUSG00000002052	3870.31184197098	4265.1546768075	4268.58081765046	4947.88745102961	4539.60009028398	4935.51404853673	4456.98837332184	5218.16988151852	4886.64854713119	4826.74669506088
ENSMUSG00000002055	1881.99991440942	1834.4959519	2982.14953697	3087.98175655094	1986.7256068082	2046.43079256379	1878.95611584583	2355.61366957113	2109.95130033105	2182.58122430233
ENSMUSG00000002057	6.0075252366299	5.00548600540667	6.00491200232616	4.00358441625313	8.0037302231771	6.00972534479732	8.00606382428105	5.00309124430214	8.01791806240788	7.00494488400437
ENSMUSG00000002058	417	496	595	548	399	452	380	562	620	524
ENSMUSG00000002059	416.461818238855	409.06699828137	482.075483987697	509.69820833622	436.115211040418	446.55752149834	441.030736309102	505.579912577306	559.616234701309	580.838982562143
ENSMUSG00000002064	700.862343473564	682.718761420094	752.896286422927	833.191989311809	783.827455868729	663.964041239352	687.648363987225	814.22086616682	853.584407173439	772.52764141223
ENSMUSG00000002068	3323.05261074958	4500	2840	3436	4297	5251.1357849849	4569.04259843895	6420	4299	4850
ENSMUSG00000002076	2371.07433978425	2109.28572860455	2057.32023737903	2422.84155102935	2675.43878427339	2261.73615395217	2502.77347699925	2707.30685305942	2252.54310901719	2063.64775813071
ENSMUSG00000002083	843.063238915216	763.029678814414	755.930158470696	834.015240570079	880.910363174572	608.917708803329	671.315432193996	717.166215736285	655.371542043188	783.417334319518
ENSMUSG00000002100	181	164	241	246	223	147	182	158	221	262
ENSMUSG00000002102	4059	4685.14953256095	4803	5320.03470428194	4594.06442712432	4570.12883371228	4389	5739	4871	5196
